,active,bill_id,bill_slug,bill_type,bill_uri,committee_codes,committees,congressdotgov_url,cosponsors,cosponsors_by_party.D,cosponsors_by_party.I,cosponsors_by_party.R,enacted,govtrack_url,gpo_pdf_uri,house_passage,introduced_date,last_vote,latest_major_action,latest_major_action_date,number,primary_subject,senate_passage,short_title,sponsor_id,sponsor_name,sponsor_party,sponsor_state,sponsor_title,sponsor_uri,subcommittee_codes,summary,summary_short,title,vetoed
2,True,s3530-115,s3530,s,https://api.propublica.org/congress/v1/115/bills/s3530.json,['SSHR'],"Senate Health, Education, Labor, and Pensions Committee",https://www.congress.gov/bill/115th-congress/senate-bill/3530,23,19.0,1.0,3.0,,https://www.govtrack.us/congress/bills/115/s3530,https://www.govinfo.gov/content/pkg/BILLS-115s3530enr/pdf/BILLS-115s3530enr.pdf,2018-12-19,2018-09-28,2018-12-19,Presented to President.,2018-12-27,S.3530,"Arts, Culture, Religion",2018-12-04,Museum and Library Services Act of 2018,R000122,Jack Reed,D,RI,Sen.,https://api.propublica.org/congress/v1/members/R000122.json,[],"Museum and Library Services Act of 2018 This bill amends and reauthorizes through FY2023 the Museum and Library Services Act and provides funding for library services and technology through FY2023. The bill expands the definition of ""library"" and ""museum"" to include a tribal library or museum and expands the services museums are authorized to provide.  The Institute of Museum and Library Services, under the 21st Century Museum Professional Program established by this bill, may enter into arrangements with museum, museum consortia and associations, institutions of higher education, and other entities for projects to:  increase the number of students from diverse and underrepresented backgrounds enrolled in graduate and undergraduate museum-related programs; recruit future museum professionals from such backgrounds; develop new or enhance current professional development and retention programs for museum professionals and the museum workforce; and  support and conduct research, needs assessments, pilot programs, and evaluation of education and professional development programs to recruit, prepare, educate, and retain the next generation of museum professionals. ","Museum and Library Services Act of 2018 This bill amends and reauthorizes through FY2023 the Museum and Library Services Act and provides funding for library services and technology through FY2023. The bill expands the definition of &quot;library&quot; and &quot;museum&quot; to include a tribal library or museum and expands the services museums are authorized to provide.  The Institute of Museum and Library Services, under the 21st Century Museum Professional Program established by this bill, may enter into arra...",A bill to reauthorize the Museum and Library Services Act.,
4,True,s3532-115,s3532,s,https://api.propublica.org/congress/v1/115/bills/s3532.json,[],,https://www.congress.gov/bill/115th-congress/senate-bill/3532,0,,,,,https://www.govtrack.us/congress/bills/115/s3532,https://www.govinfo.gov/content/pkg/BILLS-115s3532pcs/pdf/BILLS-115s3532pcs.pdf,,2018-09-28,,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 622.,2018-10-04,S.3532,Government Operations and Politics,,"A bill to authorize the United States Postal Service to provide certain nonpostal property, products, and services on behalf of State, local, and tribal governments.",H000338,Orrin G. Hatch,R,UT,Sen.,https://api.propublica.org/congress/v1/members/H000338.json,[],,,"A bill to authorize the United States Postal Service to provide certain nonpostal property, products, and services on behalf of State, local, and tribal governments.",
10,True,sres656-115,sres656,sres,https://api.propublica.org/congress/v1/115/bills/sres656.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/656,2,1.0,,1.0,,https://www.govtrack.us/congress/bills/115/sres656,https://www.govinfo.gov/content/pkg/BILLS-115sres656ats/pdf/BILLS-115sres656ats.pdf,,2018-09-27,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S6365; text: CR S6356)",2018-09-27,S.RES.656,"Science, Technology, Communications",,A resolution recognizing and supporting the goals and ideals of National Forensic Science Week.,C000880,Michael D. Crapo,R,ID,Sen.,https://api.propublica.org/congress/v1/members/C000880.json,[],Expresses support for the goals and ideals of National Forensic Science Week. ,Expresses support for the goals and ideals of National Forensic Science Week. ,A resolution recognizing and supporting the goals and ideals of National Forensic Science Week.,
11,True,sres657-115,sres657,sres,https://api.propublica.org/congress/v1/115/bills/sres657.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/657,7,5.0,,2.0,,https://www.govtrack.us/congress/bills/115/sres657,https://www.govinfo.gov/content/pkg/BILLS-115sres657ats/pdf/BILLS-115sres657ats.pdf,,2018-09-27,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S6365; text: CR S6357)",2018-09-27,S.RES.657,Education,,"A resolution designating the week of September 23 through 29, 2018, as ""National Adult Education and Family Literacy Week"".",M001111,Patty Murray,D,WA,Sen.,https://api.propublica.org/congress/v1/members/M001111.json,[],"Designates the week of September 23-September 29, 2018, as National Adult Education and Family Literacy Week. ","Designates the week of September 23-September 29, 2018, as National Adult Education and Family Literacy Week. ","A resolution designating the week of September 23 through 29, 2018, as ""National Adult Education and Family Literacy Week"".",
12,True,sres658-115,sres658,sres,https://api.propublica.org/congress/v1/115/bills/sres658.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/658,2,1.0,,1.0,,https://www.govtrack.us/congress/bills/115/sres658,https://www.govinfo.gov/content/pkg/BILLS-115sres658ats/pdf/BILLS-115sres658ats.pdf,,2018-09-27,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S6365; text: CR S6357)",2018-09-27,S.RES.658,Crime and Law Enforcement,,"A resolution designating the week of September 30 through October 6, 2018, as ""National Community Policing Week"".",S001181,Jeanne Shaheen,D,NH,Sen.,https://api.propublica.org/congress/v1/members/S001181.json,[],"Designates the week of September 30-October 6, 2018, as National Community Policing Week, and expresses support for community policing. ","Designates the week of September 30-October 6, 2018, as National Community Policing Week, and expresses support for community policing. ","A resolution designating the week of September 30 through October 6, 2018, as ""National Community Policing Week"".",
0,True,s3523-115,s3523,s,https://api.propublica.org/congress/v1/115/bills/s3523.json,['SSVA'],Senate Veterans&#39; Affairs Committee,https://www.congress.gov/bill/115th-congress/senate-bill/3523,2,2.0,,,,https://www.govtrack.us/congress/bills/115/s3523,https://www.govinfo.gov/content/pkg/BILLS-115s3523es/pdf/BILLS-115s3523es.pdf,,2018-09-27,,Held at the desk.,2018-12-20,S.3523,Armed Forces and National Security,2018-12-19,Full Military Honors Act of 2018,C001095,Tom Cotton,R,AR,Sen.,https://api.propublica.org/congress/v1/members/C001095.json,[],"Full Military Honors Act of 2018 This bill provides full military honors for the funeral of an eligible veteran who:   is first interred or inurned in Arlington National Cemetery on or after enactment of this bill,  was awarded the medal of honor or the prisoner-of-war medal, and  is not entitled to full military honors because of such veteran's grade. ","Full Military Honors Act of 2018 This bill provides full military honors for the funeral of an eligible veteran who:   is first interred or inurned in Arlington National Cemetery on or after enactment of this bill,  was awarded the medal of honor or the prisoner-of-war medal, and  is not entitled to full military honors because of such veteran&#39;s grade. ","A bill to amend title 10, United States Code, to require a full military honors ceremony for certain deceased veterans, and for other purposes.",
2,True,sres654-115,sres654,sres,https://api.propublica.org/congress/v1/115/bills/sres654.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/654,7,4.0,,3.0,,https://www.govtrack.us/congress/bills/115/sres654,https://www.govinfo.gov/content/pkg/BILLS-115sres654ats/pdf/BILLS-115sres654ats.pdf,,2018-09-26,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S6349; text: CR S6347)",2018-09-26,S.RES.654,Finance and Financial Sector,,"A resolution supporting the goals and ideals of National Retirement Security Week, including raising public awareness of the various tax-preferred retirement vehicles, increasing personal financial literacy, and engaging the people of the United States on",E000285,Michael B. Enzi,R,WY,Sen.,https://api.propublica.org/congress/v1/members/E000285.json,[],Expresses support for the goals and ideals of National Retirement Security Week and acknowledges the need to raise public awareness of a variety of tax-preferred retirement vehicles.,Expresses support for the goals and ideals of National Retirement Security Week and acknowledges the need to raise public awareness of a variety of tax-preferred retirement vehicles.,"A resolution supporting the goals and ideals of National Retirement Security Week, including raising public awareness of the various tax-preferred retirement vehicles, increasing personal financial literacy, and engaging the people of the United States on the keys to success in achieving and maintaining retirement security throughout their lifetimes.",
3,True,sres655-115,sres655,sres,https://api.propublica.org/congress/v1/115/bills/sres655.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/655,29,25.0,1.0,3.0,,https://www.govtrack.us/congress/bills/115/sres655,https://www.govinfo.gov/content/pkg/BILLS-115sres655ats/pdf/BILLS-115sres655ats.pdf,,2018-09-26,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S6349; text: CR S6347-6348)",2018-09-26,S.RES.655,"Civil Rights and Liberties, Minority Issues",,A resolution recognizing Hispanic Heritage Month and celebrating the heritage and culture of Latinos in the United States and the immense contributions of Latinos to the United States.,M000639,Robert Menendez,D,NJ,Sen.,https://api.propublica.org/congress/v1/members/M000639.json,[],"Recognizes: (1) the celebration of Hispanic Heritage Month from September 15, 2018, through October 15, 2018; and (2) the integral role of Latinos and their manifold heritage in the economy, culture, and identity of the United States. ","Recognizes: (1) the celebration of Hispanic Heritage Month from September 15, 2018, through October 15, 2018; and (2) the integral role of Latinos and their manifold heritage in the economy, culture, and identity of the United States. ",A resolution recognizing Hispanic Heritage Month and celebrating the heritage and culture of Latinos in the United States and the immense contributions of Latinos to the United States.,
11,True,s3509-115,s3509,s,https://api.propublica.org/congress/v1/115/bills/s3509.json,[],,https://www.congress.gov/bill/115th-congress/senate-bill/3509,1,,,1.0,2018-10-11,https://www.govtrack.us/congress/bills/115/s3509,https://www.govinfo.gov/content/pkg/BILLS-115s3509enr/pdf/BILLS-115s3509enr.pdf,2018-09-28,2018-09-26,,Became Public Law No: 115-268.,2018-10-11,S.3509,Congress,,Congressional Award Program Reauthorization Act of 2018,E000285,Michael B. Enzi,R,WY,Sen.,https://api.propublica.org/congress/v1/members/E000285.json,[],Congressional Award Program Reauthorization Act of 2018 (Sec. 2) This bill amends the Congressional Award Act to reauthorize through FY2023 the Congressional Award Board.,Congressional Award Program Reauthorization Act of 2018 (Sec. 2) This bill amends the Congressional Award Act to reauthorize through FY2023 the Congressional Award Board.,A bill to reauthorize the Congressional Award Act.,
18,True,s3508-115,s3508,s,https://api.propublica.org/congress/v1/115/bills/s3508.json,[],,https://www.congress.gov/bill/115th-congress/senate-bill/3508,3,2.0,,1.0,2018-10-11,https://www.govtrack.us/congress/bills/115/s3508,https://www.govinfo.gov/content/pkg/BILLS-115s3508enr/pdf/BILLS-115s3508enr.pdf,2018-09-27,2018-09-26,,Became Public Law No: 115-265.,2018-10-11,S.3508,Environmental Protection,,Save Our Seas Act of 2018,S001198,Dan Sullivan,R,AK,Sen.,https://api.propublica.org/congress/v1/members/S001198.json,[],,,"A bill to reauthorize and amend the Marine Debris Act to promote international action to reduce marine debris, and for other purposes.",
3,True,sres651-115,sres651,sres,https://api.propublica.org/congress/v1/115/bills/sres651.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/651,14,12.0,1.0,1.0,,https://www.govtrack.us/congress/bills/115/sres651,https://www.govinfo.gov/content/pkg/BILLS-115sres651ats/pdf/BILLS-115sres651ats.pdf,,2018-09-25,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote. (consideration: CR S6311; text: CR S6309)",2018-09-25,S.RES.651,Emergency Management,,A resolution marking 1 year since the landfall of Hurricane Maria in Puerto Rico and the United States Virgin Islands.,N000032,Bill Nelson,D,FL,Sen.,https://api.propublica.org/congress/v1/members/N000032.json,[],"Recognizes that September 20, 2018, marks one year since the landfall of Hurricane Maria in Puerto Rico.  Honors the victims of Hurricane Maria and those who contributed to saving lives in the hurricane's aftermath. Reaffirms the Senate's commitment to support the people of Puerto Rico and the U.S. Virgin Islands as they recover from the hurricane's devastation. ","Recognizes that September 20, 2018, marks one year since the landfall of Hurricane Maria in Puerto Rico.  Honors the victims of Hurricane Maria and those who contributed to saving lives in the hurricane&#39;s aftermath. Reaffirms the Senate&#39;s commitment to support the people of Puerto Rico and the U.S. Virgin Islands as they recover from the hurricane&#39;s devastation. ",A resolution marking 1 year since the landfall of Hurricane Maria in Puerto Rico and the United States Virgin Islands.,
